EmployeeID,Age,Gender,MaritalStatus,EducationLevel,NumDependents,DistanceFromHome_km,Department,JobRole,JobLevel,YearsAtCompany,YearsInCurrentRole,YearsWithCurrentManager,YearsSinceLastPromotion,NumCompaniesWorked,TotalWorkingYears,BaseSalary_USD,StockOptionLevel,PercentSalaryHike,BonusPct,OverTime,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,ManagerRating,CompanyCultureScore,PerformanceRating,TrainingHoursLastYear,NumProjects,AbsenteeismDays,TravelFrequency,RemoteWorkPct,PeerReviewScore,Attrition
EMP00887,33,Female,Single,Bachelor,2,27,Engineering,QA Engineer,2,2,2,3,1,1,11,60754,2,12.0,10.0,No,4,4,4,4,3,3,4,68,5,4,Rarely,25,4.16,0
EMP00161,58,Male,Single,High School,0,26,R&D,Research Scientist,1,4,1,2,2,3,34,58656,1,14.5,6.3,Yes,5,4,4,4,4,5,3,22,5,1,Rarely,100,2.87,0
EMP00942,59,Female,Married,Bachelor,0,35,Engineering,QA Engineer,3,1,1,1,0,0,39,88028,0,16.5,7.4,No,4,2,4,4,3,3,4,43,6,1,None,75,2.95,0
EMP00217,39,Female,Divorced,Master,2,50,Marketing,Marketing Analyst,2,2,2,0,0,4,15,60084,0,7.5,5.0,No,4,3,1,4,4,5,4,31,4,4,None,50,4.07,0
EMP01891,46,Female,Married,Master,1,37,Marketing,Content Strategist,1,10,0,0,0,5,26,48288,2,9.8,5.7,No,2,2,4,3,3,1,2,75,7,5,None,100,3.49,1
EMP00425,45,Female,Married,Master,2,1,Finance,Accountant,5,2,2,3,0,5,22,105055,3,14.1,10.2,No,3,2,2,4,2,1,4,38,7,3,Frequently,75,3.85,1
EMP00133,36,Female,Divorced,Bachelor,1,6,Marketing,Marketing Analyst,3,4,4,2,1,0,12,74749,0,12.1,8.8,No,4,4,3,3,4,5,4,78,2,3,None,50,2.89,0
EMP01079,31,Female,Divorced,High School,1,39,Sales,Sales Rep,3,6,1,1,2,1,7,72876,3,6.6,4.9,No,2,4,4,2,5,4,3,26,7,2,Rarely,75,3.71,0
EMP00115,26,Male,Married,Bachelor,0,10,Engineering,QA Engineer,3,6,4,0,5,2,6,70759,0,14.7,7.8,Yes,2,3,2,2,2,5,1,74,7,1,Frequently,50,2.16,1
EMP00282,55,Female,Single,Master,0,44,Sales,Sales Rep,4,7,2,1,0,1,35,94652,3,11.2,8.7,No,2,3,2,4,5,5,4,59,1,1,Frequently,75,3.93,0
EMP01065,39,Male,Divorced,Bachelor,4,15,Operations,Supply Chain Specialist,4,1,1,2,0,2,19,96137,3,14.8,7.9,Yes,1,5,5,4,3,2,3,37,6,0,None,100,5.0,1
EMP01683,45,Male,Single,Master,3,49,HR,Recruiter,3,0,0,1,0,0,24,84481,1,15.5,8.7,No,1,3,5,5,1,1,5,74,7,5,None,50,3.9,1
EMP01406,49,Non-Binary,Single,Bachelor,2,25,HR,Recruiter,3,8,8,1,0,3,28,87787,1,12.0,8.4,No,5,5,5,3,2,3,3,31,4,5,None,50,3.34,0
EMP00410,51,Female,Married,High School,0,29,HR,HR Specialist,1,13,3,2,4,5,28,52795,1,14.1,7.6,No,3,4,2,4,1,2,2,19,5,3,Rarely,50,2.8,1
EMP01846,42,Female,Married,Master,2,30,Operations,Logistics Coordinator,1,1,1,2,2,3,18,60827,1,5.6,5.4,No,5,5,5,5,4,1,1,16,5,1,Rarely,50,3.93,0
EMP00281,48,Male,Divorced,High School,2,58,Engineering,DevOps Engineer,2,7,6,0,0,4,26,71858,0,15.3,7.8,No,3,4,4,4,2,4,4,64,5,1,Rarely,50,4.31,0
EMP01208,26,Female,Married,Master,2,41,Sales,Sales Rep,2,1,1,2,0,0,6,59488,2,12.8,7.8,No,4,4,3,3,4,4,4,3,2,7,Rarely,25,2.63,0
EMP00542,28,Male,Married,PhD,1,27,Operations,Logistics Coordinator,4,9,4,0,3,3,7,84264,1,10.4,12.4,No,4,3,5,5,4,5,4,4,6,7,None,50,3.38,0
EMP00046,28,Female,Married,PhD,2,19,Finance,Accountant,3,2,2,0,3,0,4,74121,0,15.4,7.4,No,4,4,3,5,5,4,3,49,2,0,Rarely,25,3.09,0
EMP00219,22,Female,Single,Bachelor,0,6,Sales,Account Manager,3,14,0,1,1,4,0,72510,0,14.8,7.0,No,4,4,5,4,4,4,5,8,2,2,Rarely,50,5.0,0
EMP00875,32,Male,Married,Bachelor,2,37,Sales,Account Manager,1,2,0,1,1,4,12,52889,3,11.9,5.0,Yes,4,2,5,4,4,4,3,57,4,4,Rarely,50,5.0,1
EMP00740,27,Female,Divorced,Master,2,37,Sales,Sales Lead,5,0,0,0,1,1,3,110079,0,12.5,12.3,No,2,3,4,3,2,3,3,40,7,3,None,25,3.47,1
EMP01574,34,Male,Single,Bachelor,2,6,Finance,Finance Manager,2,0,0,1,1,3,11,63146,1,10.7,8.5,No,3,3,1,3,2,3,4,77,7,2,None,0,4.08,0
EMP00596,45,Male,Married,High School,2,21,Marketing,Brand Manager,1,3,1,1,2,2,21,49626,0,12.9,8.5,Yes,2,3,5,4,2,3,2,8,2,4,Rarely,25,3.56,1
EMP00442,61,Female,Divorced,Bachelor,4,55,HR,HR Specialist,4,1,1,0,2,4,39,98945,2,17.0,16.5,No,5,3,2,4,3,4,4,28,6,7,None,50,4.4,0
EMP00961,29,Male,Single,Bachelor,1,59,Sales,Sales Rep,4,3,0,0,1,3,7,83633,0,13.0,4.9,No,4,3,1,3,3,4,4,40,1,3,Rarely,25,3.51,0
EMP00931,24,Non-Binary,Single,Bachelor,0,8,Sales,Account Manager,4,11,11,0,2,3,4,85297,0,6.6,10.9,Yes,3,4,3,5,4,5,3,31,4,7,Rarely,0,3.95,0
EMP01513,50,Male,Single,Master,0,20,Operations,Logistics Coordinator,3,4,1,1,2,4,28,80471,1,23.4,9.0,No,4,4,4,3,5,4,4,48,1,1,Rarely,100,3.83,0
EMP00096,30,Male,Married,Master,1,8,R&D,ML Engineer,1,3,3,4,1,1,7,52072,0,10.2,9.5,No,4,4,3,4,3,1,4,52,1,1,Rarely,50,3.92,0
EMP01386,46,Female,Divorced,Master,2,58,Engineering,Tech Lead,1,0,0,1,1,5,22,49567,0,16.5,11.2,No,3,2,5,5,4,5,5,20,3,3,None,75,4.36,1
EMP01684,53,Male,Married,Bachelor,3,4,Engineering,Tech Lead,4,3,3,0,4,3,33,104885,0,19.6,6.2,No,3,3,2,3,2,3,2,42,5,1,None,25,3.66,0
EMP00666,49,Male,Married,High School,2,41,Finance,Accountant,2,9,0,1,1,3,26,75108,0,10.9,9.4,Yes,4,1,2,3,3,2,3,73,5,2,None,75,4.41,1
EMP01318,31,Female,Divorced,Bachelor,2,44,Sales,Sales Lead,3,2,0,0,1,1,11,72220,2,9.6,8.6,No,4,2,4,5,4,3,1,20,7,2,Frequently,50,3.82,1
EMP00144,49,Male,Married,Bachelor,4,47,Marketing,Marketing Analyst,2,1,1,2,2,6,29,72354,0,18.5,10.7,No,3,1,4,3,4,3,4,66,5,0,Rarely,50,1.93,1
EMP00145,41,Male,Married,Bachelor,1,44,Sales,Sales Lead,4,0,0,1,1,2,20,94617,0,7.3,3.1,No,4,1,3,4,2,3,4,4,7,3,Rarely,50,2.81,1
EMP01810,54,Male,Single,High School,0,14,Engineering,QA Engineer,1,4,3,0,1,4,30,56308,3,9.4,10.9,Yes,4,1,4,5,3,4,5,19,3,5,Rarely,0,3.29,1
EMP00710,45,Female,Single,Master,2,39,Engineering,Software Engineer,1,1,1,2,0,3,25,54417,1,14.3,9.5,Yes,3,4,3,3,3,5,4,52,1,3,Frequently,0,3.41,1
EMP01755,49,Female,Divorced,High School,2,12,Finance,Finance Manager,4,4,0,1,1,3,28,84997,0,10.3,7.1,Yes,2,5,2,2,1,4,3,61,1,0,None,25,3.13,1
EMP01153,23,Female,Married,Bachelor,2,23,Operations,Supply Chain Specialist,3,4,1,0,1,2,1,78713,1,8.5,8.5,Yes,2,4,2,4,5,2,3,38,2,2,Frequently,0,3.95,1
EMP01694,33,Female,Single,Bachelor,1,41,Sales,Sales Rep,2,2,1,2,0,0,12,61331,0,15.5,2.4,No,1,3,4,3,5,4,5,69,4,3,None,50,4.02,1
EMP01418,34,Female,Married,High School,2,30,Marketing,Content Strategist,2,1,1,0,2,8,12,60279,0,12.6,3.5,Yes,5,4,3,5,3,5,5,54,1,1,Frequently,0,3.62,1
EMP00493,57,Male,Married,Master,2,14,Engineering,Software Engineer,3,6,6,2,4,1,33,87886,3,14.7,8.1,No,1,5,5,5,3,3,3,8,6,2,None,100,2.94,0
EMP01174,59,Female,Single,Bachelor,2,21,Marketing,Marketing Analyst,2,1,0,1,1,5,39,68171,0,10.9,8.7,No,4,4,2,2,2,3,5,28,6,5,Frequently,25,3.88,1
EMP01988,45,Male,Married,Master,1,48,HR,HR Specialist,1,2,2,0,1,3,24,49190,1,10.1,10.7,No,5,1,4,3,4,3,5,53,3,1,Rarely,50,3.15,1
EMP01454,61,Female,Married,Bachelor,4,2,Engineering,Tech Lead,2,5,3,0,2,3,38,76556,1,20.5,8.2,No,3,4,2,2,1,4,5,59,2,2,Rarely,100,3.16,0
EMP00124,34,Male,Divorced,Bachelor,2,42,Marketing,Marketing Analyst,1,9,0,0,1,2,12,39749,1,14.7,9.2,No,5,3,5,1,5,4,4,44,2,4,Rarely,50,2.97,0
EMP00019,51,Non-Binary,Married,Master,4,45,Sales,Account Manager,2,1,1,1,2,2,30,77761,0,9.8,7.9,No,2,3,2,3,2,4,5,21,6,4,Rarely,100,3.96,1
EMP00916,59,Female,Single,Bachelor,1,9,Operations,Operations Analyst,2,0,0,1,1,1,37,69704,1,18.4,14.2,No,4,3,4,1,2,4,3,55,4,0,Rarely,25,4.0,1
EMP00543,46,Female,Divorced,Master,0,28,Engineering,DevOps Engineer,2,0,0,1,1,2,22,67190,3,5.0,3.7,No,4,5,1,4,4,4,3,16,3,3,None,25,4.2,0
EMP01662,43,Female,Single,Master,1,42,Sales,Sales Lead,2,2,2,2,3,1,23,59374,0,6.1,10.0,No,3,4,5,2,1,5,4,60,7,3,Frequently,0,4.92,1
EMP01420,27,Male,Divorced,Bachelor,2,56,Operations,Operations Analyst,1,0,0,1,1,5,6,58066,0,11.0,10.0,No,5,2,4,4,5,4,3,35,1,2,Frequently,100,2.83,1
EMP00073,45,Female,Married,High School,4,35,Marketing,Marketing Analyst,1,16,0,0,1,1,23,44217,0,6.5,10.2,No,5,3,5,5,4,1,3,59,5,2,Frequently,25,2.76,0
EMP01243,29,Male,Married,Master,0,26,Sales,Sales Lead,2,4,2,3,3,2,6,61694,1,13.6,13.9,No,2,3,5,1,5,5,4,72,6,2,None,25,4.46,0
EMP01471,43,Female,Married,High School,0,55,Operations,Supply Chain Specialist,1,7,6,3,2,2,23,52289,1,7.7,10.4,No,3,4,5,1,4,5,3,48,3,1,Frequently,25,3.09,0
EMP00754,47,Male,Divorced,Master,2,46,Finance,Finance Manager,4,6,5,0,1,4,25,94176,3,17.2,7.4,Yes,4,4,1,3,4,4,4,76,2,0,Rarely,50,3.14,0
EMP00358,60,Female,Divorced,Bachelor,4,32,HR,HR Manager,2,3,1,1,2,7,39,65518,2,14.9,8.5,No,4,5,1,4,3,3,3,23,2,6,Rarely,0,4.37,0
EMP01876,47,Female,Single,Master,2,34,HR,HR Manager,1,0,0,1,1,8,26,62677,1,14.0,9.1,No,5,4,3,5,3,4,4,1,5,3,Frequently,0,2.94,1
EMP00273,33,Male,Single,High School,1,41,R&D,Research Scientist,2,13,0,1,0,3,12,73287,1,19.2,5.6,Yes,4,5,1,4,4,5,5,72,3,5,Rarely,100,3.08,0
EMP01465,55,Female,Married,Bachelor,0,48,Sales,Account Manager,5,2,2,2,3,4,33,107243,0,7.8,7.8,No,3,3,4,4,5,3,5,8,3,3,None,75,3.66,0
EMP00774,59,Male,Divorced,Master,2,56,Marketing,Content Strategist,3,0,0,1,1,3,35,77935,0,16.6,8.3,No,5,4,4,4,3,2,2,79,1,4,Frequently,100,3.3,1
EMP01498,36,Male,Single,Master,3,59,Sales,Sales Rep,2,2,2,3,3,4,14,73958,0,16.8,8.2,Yes,2,4,1,5,4,2,5,67,3,8,Frequently,50,2.92,1
EMP00129,51,Male,Married,High School,1,22,HR,HR Specialist,4,4,0,1,1,2,29,102386,0,14.1,6.6,No,5,3,3,3,1,3,2,56,5,2,None,50,2.92,0
EMP01889,37,Male,Married,Master,1,9,Engineering,QA Engineer,4,1,1,0,0,1,15,84761,1,13.9,12.1,No,5,4,1,4,5,4,5,64,3,1,None,0,3.27,0
EMP00307,54,Female,Single,Bachelor,1,55,Marketing,Marketing Analyst,3,0,0,0,1,1,30,89948,0,15.1,8.4,No,3,3,3,1,5,4,4,39,3,3,None,75,3.29,1
EMP00751,43,Male,Married,Bachelor,4,59,HR,Recruiter,2,4,1,0,2,0,23,62386,0,14.0,8.3,Yes,4,3,3,4,4,4,3,12,2,6,None,0,3.24,0
EMP01647,39,Male,Married,Bachelor,0,33,R&D,ML Engineer,3,5,1,2,2,3,17,76687,1,13.0,7.6,No,1,3,4,3,5,3,3,35,7,2,None,0,1.8,0
EMP01957,57,Male,Married,Bachelor,0,5,Sales,Sales Rep,1,1,0,1,0,5,37,69653,3,20.3,4.5,No,4,4,1,5,2,3,2,78,5,2,Rarely,50,2.76,0
EMP01276,39,Female,Divorced,Bachelor,0,33,Engineering,DevOps Engineer,2,2,2,0,0,3,19,70112,2,13.5,11.7,Yes,3,3,5,3,4,4,3,78,7,2,None,0,2.56,0
EMP00772,44,Male,Married,Bachelor,2,31,Marketing,Marketing Analyst,1,1,1,2,2,2,21,56345,1,12.1,3.5,No,4,3,4,4,4,2,3,41,3,3,Rarely,50,4.41,0
EMP00494,33,Male,Married,PhD,0,37,Finance,Finance Manager,2,7,7,1,1,4,12,65140,2,16.4,10.3,No,1,4,5,3,3,4,4,58,4,6,Rarely,75,3.66,0
EMP00164,36,Male,Married,PhD,3,32,Sales,Account Manager,1,23,7,3,0,2,14,46799,0,12.4,10.4,No,5,5,2,5,4,2,2,12,5,5,None,75,3.94,0
EMP00712,55,Male,Married,Bachelor,2,54,Marketing,Marketing Analyst,4,4,1,2,2,1,33,87181,1,14.9,6.6,No,3,5,3,4,2,5,5,4,6,2,Rarely,50,2.58,0
EMP01056,40,Female,Married,Bachelor,1,22,Finance,Financial Analyst,3,5,5,1,6,0,19,72395,1,14.5,1.8,No,2,3,5,5,4,4,4,53,5,4,Frequently,100,2.66,0
EMP01632,29,Male,Single,Master,2,57,HR,Recruiter,2,0,0,1,0,6,8,57582,0,15.8,6.7,No,4,3,2,1,3,5,3,20,1,0,Frequently,0,2.56,1
EMP00591,53,Female,Married,High School,0,15,Engineering,DevOps Engineer,5,10,2,0,1,3,30,100579,0,12.9,13.0,Yes,3,3,4,4,2,4,4,76,3,3,None,75,3.5,0
EMP01189,47,Male,Married,Bachelor,0,27,Operations,Operations Analyst,3,6,6,0,2,1,23,77689,3,10.6,7.8,Yes,4,2,3,3,3,4,3,44,7,3,None,100,3.8,0
EMP01222,38,Female,Divorced,PhD,1,30,Operations,Logistics Coordinator,5,15,3,0,0,3,15,95764,1,15.1,10.1,No,2,3,2,5,4,5,5,9,2,4,None,100,3.17,0
EMP00851,47,Male,Married,High School,3,19,Operations,Operations Analyst,4,9,2,0,1,2,25,93040,1,15.9,6.4,No,5,3,1,3,4,4,3,26,4,3,None,0,3.33,0
EMP01012,22,Male,Divorced,Bachelor,1,14,Engineering,Tech Lead,3,1,1,2,0,1,1,75562,1,14.1,7.4,No,2,3,4,4,4,4,3,52,1,4,Rarely,0,3.42,0
EMP01475,57,Male,Married,Master,3,53,R&D,ML Engineer,5,2,2,3,3,2,35,102322,1,16.5,5.1,No,5,4,4,2,3,5,4,37,1,2,None,50,3.6,1
EMP00095,28,Male,Single,Bachelor,0,33,Sales,Sales Lead,2,1,0,1,0,1,4,53416,3,13.2,9.3,No,3,5,5,3,4,3,4,30,6,3,Rarely,25,3.91,0
EMP00099,55,Male,Married,High School,0,48,HR,HR Manager,5,25,1,2,2,4,35,105466,1,17.0,7.6,No,4,5,3,4,4,4,4,40,6,1,None,0,2.62,0
EMP00415,57,Male,Divorced,Master,1,47,Operations,Logistics Coordinator,2,5,1,2,2,1,36,65531,1,12.5,11.2,No,4,2,5,4,4,2,4,44,1,3,Rarely,25,3.25,0
EMP01984,24,Female,Married,Master,0,13,Operations,Operations Analyst,2,0,0,1,0,2,1,56725,0,15.0,14.0,No,1,4,3,4,4,3,3,51,2,0,None,25,3.72,1
EMP01573,32,Male,Single,Master,2,32,Operations,Supply Chain Specialist,3,12,5,3,5,1,8,76349,2,16.8,11.0,Yes,1,4,3,4,4,5,5,15,2,2,Frequently,75,3.41,1
EMP00609,30,Female,Married,Master,3,41,Sales,Account Manager,4,0,0,1,1,1,9,91630,0,10.8,8.6,No,5,4,4,5,4,1,5,43,4,4,Frequently,50,3.6,1
EMP01486,39,Male,Married,Bachelor,2,24,Operations,Supply Chain Specialist,2,5,0,1,0,1,18,71779,1,13.4,8.3,No,2,3,4,1,3,5,5,2,6,2,None,50,3.47,0
EMP00477,45,Female,Married,Master,2,2,Operations,Supply Chain Specialist,5,3,1,0,2,1,21,103450,1,10.8,7.9,Yes,2,4,5,5,3,4,5,14,7,0,None,50,3.99,0
EMP00293,49,Female,Married,Bachelor,0,57,Engineering,DevOps Engineer,2,3,0,0,0,3,29,64791,1,10.3,11.3,No,4,2,4,3,3,3,2,72,6,0,Rarely,50,3.76,0
EMP01866,23,Male,Married,Master,2,8,Operations,Operations Analyst,2,1,1,2,2,3,2,57477,2,11.1,9.6,No,1,2,4,3,3,3,3,11,4,0,Frequently,25,3.35,1
EMP01407,26,Female,Married,Master,1,25,Marketing,Content Strategist,3,3,0,1,1,2,2,80794,2,18.0,11.3,No,2,3,1,1,4,3,4,71,2,4,Rarely,0,4.3,0
EMP00522,33,Male,Married,High School,2,34,Marketing,Content Strategist,2,1,0,0,1,2,9,66370,3,22.2,5.0,Yes,1,5,2,4,4,3,5,4,3,3,Rarely,0,3.49,1
EMP00956,52,Male,Married,Bachelor,2,2,HR,HR Manager,3,4,4,0,2,2,32,93229,0,13.9,8.2,Yes,5,3,5,3,4,5,4,6,6,4,Rarely,25,2.24,0
EMP00474,39,Female,Married,Bachelor,1,38,Sales,Account Manager,3,0,0,1,0,2,18,79127,0,12.8,13.5,Yes,4,4,5,5,1,2,2,27,6,0,Rarely,25,3.86,1
EMP01456,55,Male,Divorced,Master,1,35,Finance,Finance Manager,3,8,2,2,1,5,34,78342,0,14.7,9.0,No,2,1,5,3,2,3,3,38,1,5,Rarely,50,2.88,1
EMP01213,56,Female,Single,Master,0,24,Operations,Operations Analyst,4,4,1,1,0,2,35,87391,3,12.9,2.7,No,5,4,4,3,1,5,3,61,1,3,None,75,4.99,0
EMP00773,39,Female,Married,Bachelor,2,11,Finance,Finance Manager,4,7,3,4,3,2,18,89902,0,13.0,6.0,No,3,1,4,3,3,3,4,64,1,2,Rarely,50,2.75,0
EMP01951,57,Male,Single,Bachelor,2,41,Marketing,Brand Manager,2,0,0,1,0,3,34,78244,2,18.1,9.9,No,4,5,4,4,5,4,2,55,6,1,Rarely,100,3.79,0
EMP01687,57,Female,Married,Master,2,57,HR,HR Manager,4,0,0,1,1,5,34,80130,3,10.7,10.2,No,2,3,4,2,4,5,1,68,7,2,Rarely,50,4.94,1
EMP01674,51,Female,Divorced,High School,0,27,Marketing,Content Strategist,3,0,0,1,0,3,27,86017,0,5.0,4.8,No,5,4,4,4,4,4,3,17,3,4,Rarely,50,2.3,0
EMP01206,45,Female,Single,Master,1,27,Engineering,QA Engineer,2,4,2,3,0,2,25,67693,0,14.8,7.5,No,4,3,4,5,3,5,3,48,2,7,Rarely,25,2.22,0
EMP00814,32,Female,Married,High School,2,45,Marketing,Brand Manager,3,5,5,1,0,4,11,73171,1,14.7,11.8,No,4,4,3,3,3,5,5,35,1,3,Rarely,100,3.8,0
EMP00568,59,Female,Married,Bachelor,0,58,Sales,Sales Lead,4,3,1,2,2,4,36,88492,0,11.0,5.3,Yes,3,5,4,2,3,1,4,63,5,2,None,75,5.0,1
EMP01000,50,Female,Married,Bachelor,0,24,Marketing,Marketing Analyst,3,8,8,0,2,5,28,86471,3,12.5,7.2,Yes,5,4,1,4,4,4,4,61,6,3,None,75,3.38,0
EMP00897,35,Female,Married,Bachelor,1,24,Operations,Operations Analyst,2,2,0,1,1,2,12,67253,0,12.1,4.9,Yes,5,5,4,4,5,4,2,13,2,8,Rarely,0,3.55,0
EMP00311,52,Male,Married,Master,2,20,Engineering,Software Engineer,1,0,0,1,1,6,30,60266,1,15.1,4.2,No,2,1,5,5,5,4,4,76,6,2,Rarely,75,4.02,1
EMP00860,27,Female,Married,PhD,2,27,Sales,Sales Rep,4,1,1,2,2,6,6,87758,2,15.5,5.6,No,1,3,5,3,3,4,4,27,1,1,Frequently,0,3.62,1
EMP00781,60,Male,Single,Bachelor,1,30,Finance,Accountant,5,9,1,2,0,3,36,108263,1,15.0,6.7,No,2,2,4,3,5,4,3,51,2,2,Rarely,75,3.2,1
EMP00936,54,Female,Married,Master,0,20,Sales,Sales Rep,4,25,4,1,2,4,32,85231,2,16.5,5.3,No,5,4,3,1,5,3,3,75,3,3,Frequently,25,3.22,0
EMP00292,38,Female,Single,Master,0,9,R&D,ML Engineer,5,0,0,0,0,1,17,102901,2,19.7,1.5,No,1,4,5,2,3,1,2,18,4,3,Rarely,0,3.74,1
EMP00440,22,Male,Married,Bachelor,0,1,Operations,Supply Chain Specialist,4,9,0,0,0,5,1,89081,1,8.2,4.2,No,1,3,5,3,4,4,3,30,5,1,None,75,3.4,0
EMP00565,49,Female,Divorced,High School,0,32,HR,Recruiter,1,2,2,3,2,5,27,59001,1,16.2,8.3,No,1,3,2,2,5,4,4,40,5,0,Rarely,50,4.8,1
EMP00489,46,Male,Married,Master,0,26,Finance,Accountant,4,3,1,2,0,1,25,94608,2,11.7,7.3,No,3,4,5,3,2,3,3,6,2,0,None,50,3.6,0
EMP00392,47,Male,Married,Master,3,14,Sales,Account Manager,2,12,5,0,1,0,24,70583,0,12.8,9.9,Yes,5,5,3,4,5,4,3,2,5,3,Rarely,25,3.01,0
EMP00380,55,Male,Married,Bachelor,3,10,Finance,Finance Manager,3,5,4,0,3,3,33,82463,3,13.8,7.4,Yes,5,3,2,1,4,1,4,19,7,2,Rarely,25,3.97,0
EMP01925,28,Male,Single,Master,1,16,HR,HR Manager,1,23,3,3,0,2,5,46614,1,16.5,10.2,No,2,5,1,3,3,4,2,7,4,2,Frequently,50,2.87,1
EMP00811,27,Male,Married,Bachelor,1,33,Sales,Sales Lead,5,4,4,5,1,2,7,100897,0,5.0,6.0,No,3,2,4,4,2,3,4,48,6,10,None,50,4.0,1
EMP00508,42,Female,Married,High School,0,22,Engineering,QA Engineer,1,4,1,0,1,3,20,54950,1,11.0,11.6,No,3,4,3,3,5,3,5,22,1,1,Frequently,75,2.57,0
EMP01643,47,Female,Divorced,Bachelor,1,48,HR,HR Specialist,4,4,0,1,0,6,24,93075,2,8.6,10.5,No,3,3,4,4,4,4,4,78,3,2,Frequently,50,3.16,0
EMP01041,49,Male,Single,Bachelor,1,29,Finance,Financial Analyst,3,4,3,4,0,4,28,79449,1,10.8,14.7,No,5,5,5,2,2,3,3,77,4,6,None,75,4.08,0
EMP01370,53,Male,Married,High School,2,47,HR,Recruiter,5,3,3,0,1,1,29,100129,1,7.3,6.1,No,3,2,4,5,2,5,5,53,7,0,None,0,3.75,0
EMP00730,48,Female,Single,Bachelor,0,47,HR,HR Manager,3,1,1,2,1,2,25,73637,1,18.4,15.2,No,4,3,3,4,3,3,4,32,4,3,Rarely,100,3.34,0
EMP01588,29,Male,Single,High School,1,22,R&D,Data Scientist,2,5,5,2,2,2,8,71200,2,13.2,7.4,Yes,1,4,2,1,3,3,4,75,5,4,Rarely,0,3.38,1
EMP01637,32,Female,Single,Master,2,26,Marketing,Brand Manager,4,2,2,0,1,1,11,83973,0,9.7,10.8,No,4,4,3,3,3,3,2,75,7,2,Rarely,100,2.95,0
EMP00862,26,Male,Married,Master,2,45,Engineering,DevOps Engineer,5,2,0,0,0,4,6,99745,2,11.9,8.5,Yes,4,2,4,3,3,4,5,37,6,2,Frequently,0,3.44,1
EMP00097,29,Male,Single,Master,3,12,Engineering,QA Engineer,5,21,2,3,3,5,8,98627,3,16.0,4.6,No,4,2,3,2,4,3,1,44,5,2,Frequently,0,4.49,1
EMP01229,24,Male,Married,PhD,3,36,Marketing,Content Strategist,5,2,0,1,1,1,1,95298,1,12.0,8.1,No,3,3,3,2,1,5,5,45,1,3,Rarely,25,4.22,1
EMP01879,26,Female,Married,High School,1,14,HR,HR Manager,1,1,1,2,2,1,4,40922,0,18.2,8.1,Yes,2,4,4,3,5,5,4,8,7,5,Rarely,0,2.63,1
EMP01828,32,Male,Married,High School,2,33,Marketing,Brand Manager,1,1,1,1,2,1,12,69310,1,16.3,6.2,No,3,1,3,3,5,4,3,51,1,3,Rarely,0,3.03,1
EMP00693,36,Female,Married,Master,0,15,R&D,Data Scientist,3,1,1,2,2,3,12,73790,1,10.3,12.0,No,4,1,3,5,4,2,5,0,4,4,Frequently,50,3.15,0
EMP00570,53,Male,Single,Bachelor,2,54,Finance,Accountant,2,1,1,0,2,1,32,65035,1,5.0,4.8,No,3,4,4,5,3,3,1,61,6,5,Rarely,0,2.43,0
EMP01253,39,Female,Married,Master,0,5,Marketing,Marketing Analyst,4,0,0,0,1,2,16,98932,0,13.6,5.5,No,1,3,2,4,1,2,3,13,4,4,Rarely,0,2.29,1
EMP01946,48,Male,Single,Bachelor,1,58,Finance,Finance Manager,1,0,0,1,0,1,28,58183,3,10.1,6.8,Yes,1,2,4,5,4,3,5,12,5,3,None,75,4.08,1
EMP01885,44,Female,Divorced,Bachelor,0,29,Finance,Finance Manager,2,15,0,0,0,2,21,72380,3,11.8,8.4,Yes,5,4,4,2,5,5,4,71,7,2,None,75,3.31,0
EMP00120,30,Male,Single,Bachelor,0,24,Engineering,QA Engineer,1,2,2,0,1,2,9,40059,1,17.8,8.3,No,3,3,4,2,5,4,1,55,6,1,Rarely,0,4.12,1
EMP00237,56,Male,Single,Master,3,5,Sales,Sales Lead,4,1,1,1,2,4,33,100737,3,15.5,12.4,No,4,4,3,2,2,4,5,3,6,5,Rarely,50,4.07,1
EMP00201,27,Male,Married,Bachelor,3,16,R&D,Research Scientist,3,8,6,2,3,2,7,68757,0,13.8,11.8,No,3,2,1,3,2,4,4,11,6,5,Rarely,0,4.01,0
EMP00230,23,Male,Single,Bachelor,1,29,Finance,Accountant,1,10,3,4,1,3,1,53756,1,11.3,10.4,No,3,2,5,4,3,4,1,44,7,1,Rarely,75,4.25,0
EMP01446,50,Female,Single,Master,1,35,HR,HR Manager,1,17,1,1,1,1,26,55559,1,8.1,10.4,Yes,3,2,4,4,4,2,1,77,5,0,Rarely,25,3.71,1
EMP00108,56,Male,Divorced,PhD,1,39,HR,HR Manager,1,6,4,0,1,2,36,52732,2,18.1,7.7,No,3,3,5,4,4,3,4,7,4,3,None,50,3.76,0
EMP00783,60,Female,Married,Bachelor,0,26,Marketing,Brand Manager,3,0,0,1,1,5,36,93289,1,17.4,18.2,No,5,3,5,3,4,5,5,4,1,1,Rarely,75,3.56,0
EMP01717,23,Male,Divorced,Bachelor,2,26,Marketing,Marketing Analyst,3,0,0,0,1,1,2,79540,3,19.5,6.6,No,4,4,4,2,3,2,5,21,3,2,Frequently,0,3.98,0
EMP01236,58,Female,Married,Bachelor,1,11,Engineering,Software Engineer,3,2,0,1,1,3,38,81007,1,11.5,13.0,No,1,3,5,3,3,1,4,67,2,1,Rarely,0,3.37,0
